Seat Allocation,Deboarding Strategy,Total Missed Pax,List Missed Pax,Average Deboarding Time,List Deboarding Time
RANDOM_SEAT_ALLOCATION,COURTESY_DEBOARDING_RULE_DEBOARDING,1822,"[0, 0, 0, 16, 0, 0, 0, 0, 10, 0, 0, 0, 0, 36, 0, 0, 29, 0, 0, 0, 21, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 27, 0, 10, 0, 0, 0, 30, 7, 0, 36, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 34, 0, 0, 0, 14, 0, 62, 0, 28, 0, 0, 4, 0, 39, 0, 32, 0, 0, 0, 24, 0, 0, 20, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 41, 6, 0, 0, 0, 18, 0, 6, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 40, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 0, 13, 0, 46, 53, 0, 16, 0, 90, 0, 47, 7, 0, 0, 0, 0, 22, 0, 0, 0, 12, 9, 0, 0, 0, 0, 0, 0, 61, 0, 21, 21, 0, 0, 4, 25, 37, 0, 0, 0, 0, 0, 77, 0, 0, 0, 5, 0, 19, 0, 0, 0, 0, 0, 19, 0, 0, 0, 37, 5, 0, 0, 0, 0, 0, 0, 11, 70, 9, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 12, 0, 27, 1, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 76]",556.7685185185185,"[745.0, 631.5, 758.0, 501.0, 473.0, 698.0, 294.5, 598.0, 611.5, 431.5, 407.5, 533.5, 694.5, 680.5, 401.5, 725.0, 520.0, 526.0, 607.0, 552.0, 562.0, 462.0, 510.5, 500.5, 654.5, 806.5, 827.5, 558.5, 457.0, 387.0, 401.0, 362.5, 549.0, 576.0, 733.5, 461.0, 461.0, 693.5, 371.0, 533.0, 498.5, 477.5, 371.0, 705.5, 512.0, 423.5, 734.5, 738.5, 579.0, 517.5, 608.0, 625.5, 538.5, 473.5, 727.0, 744.0, 639.0, 490.0, 444.0, 552.5, 351.0, 540.0, 623.5, 312.0, 476.0, 536.0, 610.5, 494.0, 667.5, 446.5, 595.5, 619.5, 486.5, 698.0, 544.5, 545.0, 420.5, 554.5, 708.5, 668.5, 619.5, 589.5, 476.0, 338.0, 644.0, 420.5, 424.0, 667.0, 554.5, 618.5, 464.5, 352.0, 694.0, 404.5, 451.0, 596.0, 628.5, 606.0, 640.5, 532.0, 654.0, 433.5, 522.0, 574.0, 601.5, 503.0, 560.5, 653.0, 531.5, 677.5, 633.0, 558.0, 479.0, 376.5, 503.0, 367.0, 518.5, 694.5, 472.0, 448.0, 455.5, 556.0, 509.0, 674.5, 741.0, 487.5, 564.5, 355.5, 385.0, 505.0, 486.5, 767.5, 528.5, 512.0, 237.5, 731.0, 733.5, 609.0, 663.0, 647.5, 570.5, 519.0, 405.0, 476.5, 642.0, 660.0, 540.5, 726.0, 490.0, 577.5, 435.5, 476.5, 582.5, 667.0, 400.5, 461.0, 398.0, 585.5, 510.5, 616.0, 362.0, 437.5, 493.0, 809.5, 762.5, 582.0, 464.0, 407.5, 527.5, 502.5, 485.5, 636.5, 373.0, 755.5, 712.5, 704.0, 609.5, 403.0, 442.5, 791.5, 648.0, 819.5, 383.5, 399.0, 574.5, 696.0, 442.5, 800.5, 561.0, 527.0, 792.0, 513.0, 520.0, 605.0, 791.0, 328.0, 691.0, 822.5, 368.0, 646.0, 662.5, 684.0, 377.5, 777.0, 410.5, 482.5, 559.5, 755.0, 517.0, 671.0, 473.5, 404.5, 625.5, 766.5, 469.5, 536.0, 496.5, 445.0, 578.0, 654.5, 497.0, 460.0, 405.0, 641.5, 407.0, 668.0, 691.5, 424.0, 572.5, 401.0, 532.0, 390.0, 654.0, 463.5, 439.0, 465.5, 476.0, 595.5, 384.0, 411.0, 637.5, 728.5, 643.0, 747.5, 542.0, 416.5, 683.5, 513.0, 717.0, 670.5, 748.5, 461.0, 595.5, 674.5, 428.5, 591.5, 772.5, 598.0, 460.0, 444.5, 500.0, 805.5, 400.5, 638.0, 776.0, 599.5, 408.0, 354.0, 607.5, 727.0]"
RANDOM_SEAT_ALLOCATION,AISLE_PRIORITY_DEBOARDING_RULE,1748,"[0, 0, 0, 15, 0, 0, 0, 0, 10, 0, 0, 0, 0, 36, 0, 0, 29, 0, 0, 0, 19, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 27, 0, 10, 0, 0, 0, 27, 0, 0, 30, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 29, 0, 0, 0, 14, 0, 62, 0, 24, 0, 0, 0, 0, 39, 0, 32, 0, 0, 0, 24, 0, 0, 19, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 41, 6, 0, 0, 0, 18, 0, 6, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 40, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 0, 13, 0, 46, 53, 0, 16, 0, 90, 0, 47, 7, 0, 0, 0, 0, 22, 0, 0, 0, 12, 9, 0, 0, 0, 0, 0, 0, 61, 0, 21, 14, 0, 0, 0, 17, 37, 0, 0, 0, 0, 0, 77, 0, 0, 0, 5, 0, 17, 0, 0, 0, 0, 0, 19, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 11, 62, 9, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 27, 0, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 76]",305.5888888888889,"[334.5, 328.5, 338.5, 300.0, 287.5, 333.0, 235.5, 313.0, 317.0, 254.0, 272.0, 314.5, 357.0, 332.0, 278.5, 352.5, 303.0, 302.0, 320.0, 306.0, 327.0, 300.0, 292.0, 313.0, 322.0, 349.0, 343.5, 299.5, 305.5, 275.5, 265.5, 277.5, 320.0, 304.5, 332.0, 298.5, 273.5, 308.0, 249.0, 299.0, 299.0, 297.0, 253.0, 321.0, 308.5, 277.5, 331.0, 348.0, 330.0, 301.0, 300.0, 338.0, 307.0, 285.5, 331.5, 330.0, 346.0, 283.5, 297.5, 324.5, 282.0, 325.5, 328.5, 275.0, 305.5, 307.0, 345.0, 308.0, 321.5, 281.0, 332.5, 325.5, 290.5, 332.5, 313.5, 288.0, 280.0, 308.5, 327.5, 313.0, 325.5, 315.0, 280.5, 260.0, 341.0, 273.5, 281.0, 312.5, 302.0, 308.0, 280.5, 263.0, 355.5, 267.5, 285.5, 310.0, 313.0, 317.0, 318.0, 300.5, 318.0, 287.0, 302.5, 282.5, 326.0, 292.0, 317.5, 323.5, 295.0, 321.5, 306.0, 326.5, 295.0, 265.0, 298.5, 246.0, 293.0, 341.5, 292.0, 256.5, 294.0, 312.5, 310.5, 323.5, 332.5, 299.5, 319.5, 268.0, 269.5, 297.0, 286.0, 324.5, 290.0, 290.5, 213.5, 325.5, 334.0, 315.5, 340.0, 331.5, 310.0, 294.0, 265.0, 292.5, 309.0, 317.5, 300.5, 336.5, 317.0, 291.5, 286.0, 286.0, 314.0, 327.5, 268.5, 284.0, 273.0, 318.5, 279.5, 309.0, 267.5, 290.0, 288.0, 341.5, 354.0, 296.0, 285.5, 275.5, 294.5, 313.0, 292.5, 324.5, 273.0, 334.0, 335.0, 332.5, 313.5, 278.5, 286.5, 350.0, 327.0, 343.5, 275.5, 279.0, 321.0, 329.0, 294.0, 336.0, 320.0, 298.0, 331.5, 290.0, 308.0, 322.0, 352.0, 259.5, 318.5, 354.0, 263.5, 330.5, 326.0, 334.0, 274.0, 337.0, 286.5, 284.0, 295.5, 332.0, 297.5, 318.0, 295.0, 259.0, 322.5, 330.5, 291.0, 297.0, 302.5, 299.0, 318.5, 340.5, 305.5, 280.0, 271.5, 308.0, 249.0, 336.5, 347.0, 289.0, 297.5, 271.5, 314.5, 265.0, 348.5, 285.5, 280.0, 284.0, 321.0, 309.0, 241.0, 273.0, 315.5, 361.5, 335.0, 312.0, 302.0, 264.0, 333.5, 304.5, 329.5, 326.5, 342.5, 288.5, 315.0, 332.0, 302.5, 310.5, 346.5, 315.0, 272.5, 286.0, 300.0, 359.5, 257.0, 326.0, 354.0, 337.5, 271.0, 263.5, 328.5, 336.5]"
CONNECTING_PAX_PRIORITY_SEAT_ALLOCATION,COURTESY_DEBOARDING_RULE_DEBOARDING,1765,"[0, 0, 0, 16, 0, 0, 0, 0, 10, 0, 0, 0, 0, 36, 0, 0, 29, 0, 0, 0, 16, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 27, 0, 10, 0, 0, 0, 28, 0, 0, 33, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 30, 0, 0, 0, 14, 0, 62, 0, 25, 0, 0, 0, 0, 39, 0, 32, 0, 0, 0, 24, 0, 0, 19, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 41, 6, 0, 0, 0, 18, 0, 6, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 40, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 0, 13, 0, 46, 53, 0, 16, 0, 90, 0, 47, 7, 0, 0, 0, 0, 22, 0, 0, 0, 12, 9, 0, 0, 0, 0, 0, 0, 61, 0, 21, 14, 0, 0, 0, 19, 37, 0, 0, 0, 0, 0, 77, 0, 0, 0, 5, 0, 19, 0, 0, 0, 0, 0, 19, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 11, 71, 9, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 27, 0, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 76]",552.5574074074074,"[714.0, 603.5, 776.5, 552.5, 389.5, 732.0, 273.5, 537.5, 598.0, 382.0, 420.5, 533.5, 689.0, 660.5, 422.5, 786.5, 473.0, 527.0, 676.0, 573.0, 515.0, 487.5, 447.0, 542.5, 614.5, 725.0, 772.5, 550.5, 446.5, 373.0, 405.5, 403.0, 505.0, 576.5, 719.5, 468.5, 425.0, 582.5, 365.5, 555.5, 541.0, 539.0, 373.5, 688.0, 560.0, 409.5, 684.5, 683.0, 567.0, 571.5, 606.0, 682.0, 539.5, 513.5, 661.0, 626.5, 658.0, 513.0, 458.0, 622.0, 354.0, 573.5, 681.5, 330.5, 520.0, 508.5, 661.5, 521.0, 663.0, 401.5, 556.5, 614.0, 555.5, 725.0, 591.5, 476.5, 407.0, 546.0, 718.0, 631.5, 663.0, 633.5, 481.5, 373.0, 628.5, 403.5, 426.0, 689.5, 489.0, 567.5, 473.0, 335.5, 726.0, 339.0, 493.5, 637.0, 592.5, 548.0, 618.0, 508.0, 685.0, 482.5, 532.5, 533.5, 581.5, 561.0, 668.0, 685.5, 535.5, 667.5, 569.0, 563.5, 476.0, 374.5, 471.5, 349.0, 498.0, 746.5, 487.5, 430.0, 520.5, 653.5, 523.5, 688.0, 607.5, 611.5, 546.5, 369.0, 368.5, 472.0, 439.5, 755.0, 588.5, 519.5, 237.5, 662.0, 716.5, 618.5, 695.0, 616.5, 683.5, 501.5, 406.0, 460.0, 622.5, 552.5, 549.0, 710.0, 512.0, 579.5, 422.0, 520.5, 588.0, 657.0, 447.5, 436.5, 347.5, 526.5, 534.0, 493.0, 424.5, 446.0, 491.0, 824.5, 750.5, 544.0, 501.5, 373.0, 500.5, 572.0, 540.5, 604.5, 383.5, 806.0, 693.0, 653.5, 551.5, 393.0, 427.0, 811.5, 620.5, 848.0, 357.5, 425.0, 601.0, 724.5, 444.5, 662.5, 627.0, 478.0, 769.0, 490.0, 547.5, 616.5, 715.5, 329.0, 616.5, 820.0, 365.0, 636.5, 679.0, 667.0, 401.5, 768.5, 431.5, 441.0, 554.0, 742.0, 505.5, 737.5, 465.5, 386.5, 649.0, 656.5, 490.0, 590.0, 517.0, 484.0, 615.5, 692.0, 479.0, 487.0, 385.5, 594.0, 379.0, 664.0, 676.5, 394.0, 516.5, 339.5, 548.0, 365.0, 675.5, 451.0, 443.0, 477.5, 500.0, 582.5, 394.0, 473.5, 595.0, 769.0, 658.5, 696.0, 543.0, 388.0, 705.0, 552.0, 669.5, 603.0, 739.0, 418.5, 607.5, 659.5, 465.0, 537.5, 706.5, 513.5, 468.0, 450.5, 535.5, 730.5, 389.5, 596.5, 686.0, 589.0, 423.5, 365.5, 579.5, 651.0]"
CONNECTING_PAX_PRIORITY_SEAT_ALLOCATION,AISLE_PRIORITY_DEBOARDING_RULE,1744,"[0, 0, 0, 15, 0, 0, 0, 0, 10, 0, 0, 0, 0, 36, 0, 0, 29, 0, 0, 0, 16, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 27, 0, 10, 0, 0, 0, 27, 0, 0, 32, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 29, 0, 0, 0, 14, 0, 62, 0, 24, 0, 0, 0, 0, 39, 0, 32, 0, 0, 0, 24, 0, 0, 19, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 41, 6, 0, 0, 0, 18, 0, 6, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 40, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 0, 13, 0, 46, 53, 0, 16, 0, 90, 0, 47, 7, 0, 0, 0, 0, 22, 0, 0, 0, 12, 9, 0, 0, 0, 0, 0, 0, 61, 0, 21, 14, 0, 0, 0, 17, 37, 0, 0, 0, 0, 0, 77, 0, 0, 0, 5, 0, 12, 0, 0, 0, 0, 0, 19, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 11, 64, 9, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 0, 27, 0, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 76]",306.2388888888889,"[335.5, 321.0, 351.0, 315.5, 290.0, 340.5, 247.5, 328.0, 319.0, 257.0, 273.0, 316.0, 336.5, 330.0, 285.0, 362.5, 292.5, 317.5, 301.0, 310.5, 310.0, 298.5, 281.5, 299.5, 327.0, 342.5, 352.5, 304.5, 299.0, 286.0, 266.0, 273.5, 324.0, 302.5, 326.0, 307.0, 285.0, 321.0, 260.5, 285.5, 307.5, 302.0, 262.5, 322.0, 295.5, 276.0, 330.5, 348.0, 303.0, 299.0, 310.0, 338.5, 318.0, 284.0, 341.0, 330.0, 318.0, 302.0, 304.0, 348.0, 268.5, 324.5, 318.0, 265.5, 300.5, 307.5, 320.5, 294.0, 325.5, 292.5, 318.5, 325.5, 286.5, 343.0, 319.5, 293.0, 283.5, 314.5, 329.5, 320.0, 329.5, 313.5, 279.5, 261.0, 327.0, 268.5, 275.0, 316.5, 295.0, 321.0, 276.0, 256.0, 346.0, 254.0, 289.0, 312.0, 315.5, 315.5, 325.5, 301.0, 315.0, 298.5, 296.0, 288.0, 299.5, 286.0, 315.5, 329.0, 300.5, 323.0, 313.0, 308.0, 297.5, 257.5, 297.5, 254.0, 284.5, 335.0, 292.5, 264.0, 290.5, 329.0, 307.5, 334.0, 328.0, 312.5, 310.0, 259.5, 287.5, 298.0, 283.0, 340.5, 290.0, 299.0, 212.5, 319.0, 326.5, 317.5, 342.0, 362.0, 314.5, 289.0, 263.5, 296.0, 311.5, 305.0, 302.5, 330.0, 306.5, 298.0, 280.5, 282.5, 303.0, 328.5, 286.5, 284.0, 276.0, 331.5, 294.0, 306.0, 270.5, 290.0, 298.0, 345.5, 355.5, 307.0, 285.0, 257.0, 296.0, 298.0, 284.0, 316.5, 271.5, 348.0, 332.0, 335.0, 318.0, 277.5, 281.5, 362.0, 322.5, 354.5, 262.0, 284.5, 325.0, 325.0, 278.5, 323.5, 326.0, 300.5, 335.0, 289.5, 312.0, 318.5, 336.5, 256.0, 328.0, 347.5, 270.0, 319.5, 322.5, 332.0, 282.5, 359.0, 286.5, 295.5, 303.0, 333.5, 280.0, 324.0, 302.0, 258.5, 322.5, 326.5, 288.0, 298.0, 302.5, 304.0, 305.5, 339.5, 292.0, 294.5, 286.0, 321.0, 262.0, 327.5, 334.0, 291.5, 315.5, 275.5, 315.5, 273.0, 345.5, 294.0, 277.5, 279.5, 314.0, 330.5, 257.0, 277.5, 320.0, 368.5, 336.5, 328.5, 301.5, 268.5, 343.5, 304.0, 336.5, 314.5, 341.5, 280.5, 314.0, 334.5, 295.5, 308.5, 330.5, 307.5, 278.5, 298.0, 307.0, 369.0, 255.0, 341.5, 345.5, 349.5, 266.0, 264.5, 316.5, 346.5]"
